id,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
3933,Punjab,2018,4,Financial Services,62453,11832962.875482317
3934,Punjab,2018,4,Others,89249,85520045.45150709
3935,Punjab,2019,1,Peer-to-peer payments,4026294,12027441595.712797
3936,Punjab,2019,1,Recharge & bill payments,2304690,986004867.8072444
3937,Punjab,2019,1,Merchant payments,711152,478382600.617519
3938,Punjab,2019,1,Financial Services,45621,6871295.954710579
3939,Punjab,2019,1,Others,84380,75789641.76089522
3940,Punjab,2019,2,Peer-to-peer payments,4140474,16258891447.321405
3941,Punjab,2019,2,Recharge & bill payments,2815047,1440058991.4565237
3942,Punjab,2019,2,Merchant payments,1407963,815090878.0150015
3943,Punjab,2019,2,Financial Services,37435,6876144.454559349
3944,Punjab,2019,2,Others,108911,93875933.52482703
3945,Punjab,2019,3,Peer-to-peer payments,4726946,19146726286.636036
3946,Punjab,2019,3,Recharge & bill payments,3455594,2481094964.9170833
3947,Punjab,2019,3,Merchant payments,2374014,1183743251.2734203
3948,Punjab,2019,3,Financial Services,32359,7912219.734296376
3949,Punjab,2019,3,Others,117899,86338883.28250344
3950,Punjab,2019,4,Peer-to-peer payments,6386367,25564144629.75061
3951,Punjab,2019,4,Recharge & bill payments,4068332,2622222199.1884565
3952,Punjab,2019,4,Merchant payments,3122413,1741259163.3677325
3953,Punjab,2019,4,Financial Services,22956,6382345.429778575
3954,Punjab,2019,4,Others,98557,55793908.45587015
3955,Punjab,2020,1,Peer-to-peer payments,6339183,26350005915.230072
3956,Punjab,2020,1,Recharge & bill payments,4935115,2767419472.6505165
3957,Punjab,2020,1,Merchant payments,3838480,2196329615.3949203
3958,Punjab,2020,1,Financial Services,17924,10987850.955996178
3959,Punjab,2020,1,Others,87082,49442411.668161854
3960,Punjab,2020,2,Recharge & bill payments,6064807,3089758241.1281967
3961,Punjab,2020,2,Peer-to-peer payments,5639212,25074384847.498463
3962,Punjab,2020,2,Merchant payments,2290868,2058898904.3613408
3963,Punjab,2020,2,Financial Services,23314,23704957.876037344
3964,Punjab,2020,2,Others,63093,37907301.34960769
3965,Punjab,2020,3,Peer-to-peer payments,7354451,32477438924.476498
3966,Punjab,2020,3,Recharge & bill payments,5478668,4066750820.6407743
3967,Punjab,2020,3,Merchant payments,4261548,3490665357.291087
3968,Punjab,2020,3,Financial Services,32390,42060249.32847581
3969,Punjab,2020,3,Others,82516,46176796.076553434
3970,Punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
3971,Punjab,2020,4,Merchant payments,7144295,6142380827.109474
3972,Punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
3973,Punjab,2020,4,Financial Services,38820,51677182.316327386
3974,Punjab,2020,4,Others,133204,92887343.34418696
3975,Punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
3976,Punjab,2021,1,Merchant payments,9333364,7651004598.907397
3977,Punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
3978,Punjab,2021,1,Financial Services,43094,52009482.41407214
3979,Punjab,2021,1,Others,110366,98366463.19387978
3980,Punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
3981,Punjab,2021,2,Merchant payments,11225598,9710508482.436422
3982,Punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
3983,Punjab,2021,2,Financial Services,46218,53309051.06501615
3984,Punjab,2021,2,Others,127460,113998049.29147904
3985,Punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
3986,Punjab,2021,3,Merchant payments,16837685,14103740968.543571
3987,Punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
3988,Punjab,2021,3,Financial Services,43789,63576666.590925634
3989,Punjab,2021,3,Others,161494,135069073.84402025
3990,Punjab,2021,4,Merchant payments,22669743,20753662875.546524
3991,Punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
3992,Punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
3993,Punjab,2021,4,Financial Services,58581,86356456.60324252
3994,Punjab,2021,4,Others,201576,151230100.5948589
3995,Punjab,2022,1,Merchant payments,25979197,23217511696.823074
3996,Punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
3997,Punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
3998,Punjab,2022,1,Financial Services,57561,83933665.00820544
3999,Punjab,2022,1,Others,178159,125418506.96271203
4000,Punjab,2022,2,Merchant payments,35941880,28585688543.687046
4001,Punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
4002,Punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
4003,Punjab,2022,2,Financial Services,50483,57234782.46271807
4004,Punjab,2022,2,Others,167081,111934787.80332904
4005,Punjab,2022,3,Merchant payments,43089589,32370885165.312702
4006,Punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
4007,Punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
4008,Punjab,2022,3,Financial Services,57979,68249938.53956848
4009,Punjab,2022,3,Others,149921,107280498.83777893
4010,Punjab,2022,4,Merchant payments,48358802,38162493193.40967
4011,Punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
4012,Punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
4013,Punjab,2022,4,Financial Services,62809,72160390.22791913
4014,Punjab,2022,4,Others,141255,111559653.62333827
4015,Punjab,2023,1,Merchant payments,50683710,37462999833.0
4016,Punjab,2023,1,Peer-to-peer payments,33701280,126365345151.0
4017,Punjab,2023,1,Recharge & bill payments,12305439,11478972029.0
4018,Punjab,2023,1,Financial Services,70521,79209681.0
4019,Punjab,2023,1,Others,149871,122150166.0
4020,Punjab,2023,2,Merchant payments,64565961,41553118124.0
4021,Punjab,2023,2,Peer-to-peer payments,39301140,140243650141.0
4022,Punjab,2023,2,Recharge & bill payments,13207924,12183745216.0
4023,Punjab,2023,2,Financial Services,76961,95312222.0
4024,Punjab,2023,2,Others,138303,105749751.0
4025,Punjab,2023,3,Merchant payments,74881815,46565196649.0
4026,Punjab,2023,3,Peer-to-peer payments,43379354,145286422875.0
4027,Punjab,2023,3,Recharge & bill payments,13684178,13149660821.0
4028,Punjab,2023,3,Financial Services,92473,129392229.0
4029,Punjab,2023,3,Others,123361,94910163.0
4030,Punjab,2023,4,Merchant payments,81248644,54620603519.0
4031,Punjab,2023,4,Peer-to-peer payments,47365190,161825075689.0
4032,Punjab,2023,4,Recharge & bill payments,13392115,14445536415.0
4033,Punjab,2023,4,Financial Services,102014,156978606.0
4034,Punjab,2023,4,Others,121032,91267936.0
4035,Punjab,2024,1,Merchant payments,82004146,54424588041.0
4036,Punjab,2024,1,Peer-to-peer payments,46824100,154223751669.0
4037,Punjab,2024,1,Recharge & bill payments,13489430,14372835813.0
4038,Punjab,2024,1,Financial Services,99631,178070057.0
4039,Punjab,2024,1,Others,119872,104174742.0
4040,Punjab,2024,2,Merchant payments,104440898,62100642546.0
4041,Punjab,2024,2,Peer-to-peer payments,53315081,167465027818.0
4042,Punjab,2024,2,Recharge & bill payments,13930343,14507273633.0
4043,Punjab,2024,2,Financial Services,118746,207422928.0
4044,Punjab,2024,2,Others,141069,154670059.0
4045,Punjab,2024,3,Merchant payments,114061023,66317076283.0
4046,Punjab,2024,3,Peer-to-peer payments,58974111,173913771523.0
4047,Punjab,2024,3,Recharge & bill payments,14254453,15458601083.0
4048,Punjab,2024,3,Financial Services,146791,259188448.0
4049,Punjab,2024,3,Others,118342,167519192.0
4050,Punjab,2024,4,Merchant payments,120801535,76355607365.0
4051,Punjab,2024,4,Peer-to-peer payments,64087805,197067021486.0
4052,Punjab,2024,4,Recharge & bill payments,14140889,15295409347.0
4053,Punjab,2024,4,Financial Services,367578,224863465.0
4054,Punjab,2024,4,Others,111413,182750369.0
4055,Rajasthan,2018,1,Recharge & bill payments,4305940,868358581.1737025
4056,Rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.662634
4057,Rajasthan,2018,1,Financial Services,202537,37125466.49571308
4058,Rajasthan,2018,1,Merchant payments,184127,201212697.26059398
4059,Rajasthan,2018,1,Others,358428,271943533.1341365
4060,Rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.105427
4061,Rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.422176
4062,Rajasthan,2018,2,Merchant payments,345752,342809667.5935513
4063,Rajasthan,2018,2,Financial Services,279471,52145152.93902289
4064,Rajasthan,2018,2,Others,289826,311536696.6979239
4065,Rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14291
4066,Rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.939968
4067,Rajasthan,2018,3,Merchant payments,711240,445504998.0014268
4068,Rajasthan,2018,3,Financial Services,230083,30185982.18078412
4069,Rajasthan,2018,3,Others,300323,302431358.9473551
4070,Rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.682457
4071,Rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.8320713
4072,Rajasthan,2018,4,Merchant payments,1985927,1172254323.9731452
4073,Rajasthan,2018,4,Financial Services,311632,40412563.014562674
4074,Rajasthan,2018,4,Others,352432,374501619.8364362
4075,Rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.22856
4076,Rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.6204696
4077,Rajasthan,2019,1,Merchant payments,3921438,1664209334.5681162
4078,Rajasthan,2019,1,Financial Services,359993,36340412.57538466
4079,Rajasthan,2019,1,Others,402042,373355289.5614773
4080,Rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34059
4081,Rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.854211
4082,Rajasthan,2019,2,Merchant payments,9026751,3435472167.201069
4083,Rajasthan,2019,2,Financial Services,182685,34134486.762421735
4084,Rajasthan,2019,2,Others,573881,461962878.5071422
4085,Rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.5758
4086,Rajasthan,2019,3,Merchant payments,19646612,6705923742.563935
4087,Rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.602099
4088,Rajasthan,2019,3,Financial Services,217029,37899900.33366185
4089,Rajasthan,2019,3,Others,583575,407796030.8547787
4090,Rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.291
4091,Rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.054995
4092,Rajasthan,2019,4,Merchant payments,20544791,9721826538.354998
4093,Rajasthan,2019,4,Financial Services,101805,25014672.38444693
4094,Rajasthan,2019,4,Others,468477,227573686.58499068
4095,Rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.88968
4096,Rajasthan,2020,1,Merchant payments,27880848,13643061482.35596
4097,Rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.81334
4098,Rajasthan,2020,1,Financial Services,72604,34466606.25327997
4099,Rajasthan,2020,1,Others,404317,200968968.6958118
4100,Rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.30048
4101,Rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.53691
4102,Rajasthan,2020,2,Merchant payments,20756594,14354151782.39264
4103,Rajasthan,2020,2,Financial Services,92875,76662259.20544848
4104,Rajasthan,2020,2,Others,262619,142020149.829893
4105,Rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33432
4106,Rajasthan,2020,3,Merchant payments,45149210,27714680562.343937
4107,Rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.553333
4108,Rajasthan,2020,3,Financial Services,146383,113675141.51464571
4109,Rajasthan,2020,3,Others,396352,193212778.7117864
4110,Rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95026
4111,Rajasthan,2020,4,Merchant payments,67367264,46142484518.08269
4112,Rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97014
4113,Rajasthan,2020,4,Financial Services,169294,136058685.85299307
4114,Rajasthan,2020,4,Others,560171,351480425.6482615
4115,Rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.2274
4116,Rajasthan,2021,1,Merchant payments,96394132,61936457709.223076
4117,Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.344055
4118,Rajasthan,2021,1,Financial Services,192936,162581466.93308985
4119,Rajasthan,2021,1,Others,491137,347689722.9177618
4120,Rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472
4121,Rajasthan,2021,2,Merchant payments,97860493,69922875807.46701
4122,Rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.819714
4123,Rajasthan,2021,2,Financial Services,216441,186606893.61035594
4124,Rajasthan,2021,2,Others,620957,422031947.60023904
4125,Rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965
4126,Rajasthan,2021,3,Merchant payments,167819345,105548321875.05884
4127,Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771
4128,Rajasthan,2021,3,Financial Services,197211,190362135.86135098
4129,Rajasthan,2021,3,Others,815568,524328574.25040925
4130,Rajasthan,2021,4,Merchant payments,221774624,151967969235.0213
4131,Rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165
4132,Rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643
4133,Rajasthan,2021,4,Financial Services,265091,263180819.6932125
4134,Rajasthan,2021,4,Others,1034011,656777820.7586894
4135,Rajasthan,2022,1,Merchant payments,267467038,171182113048.26318
4136,Rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678
4137,Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577
4138,Rajasthan,2022,1,Financial Services,244029,243340851.71204624
4139,Rajasthan,2022,1,Others,956656,556409604.9103613
4140,Rajasthan,2022,2,Merchant payments,336900860,208238945148.44
4141,Rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231
4142,Rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705
4143,Rajasthan,2022,2,Financial Services,170705,175399371.37748802
4144,Rajasthan,2022,2,Others,838365,452454748.2866859
4145,Rajasthan,2022,3,Merchant payments,398104319,230609701751.02283
4146,Rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.5621
4147,Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405
4148,Rajasthan,2022,3,Financial Services,215235,220271929.84233993
4149,Rajasthan,2022,3,Others,719925,449514643.6055006
4150,Rajasthan,2022,4,Merchant payments,457778005,275194969877.524
4151,Rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5203
4152,Rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313
4153,Rajasthan,2022,4,Financial Services,244442,270658680.97924906
4154,Rajasthan,2022,4,Others,725173,500361375.69058275
4155,Rajasthan,2023,1,Merchant payments,484552414,276693132279.0
4156,Rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
4157,Rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
4158,Rajasthan,2023,1,Financial Services,259195,274450998.0
4159,Rajasthan,2023,1,Others,751791,498449614.0
4160,Rajasthan,2023,2,Merchant payments,592487449,310487787699.0
4161,Rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
4162,Rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
4163,Rajasthan,2023,2,Financial Services,289948,328805088.0
4164,Rajasthan,2023,2,Others,734255,461148921.0
4165,Rajasthan,2023,3,Merchant payments,704324393,341799936129.0
4166,Rajasthan,2023,3,Peer-to-peer payments,438800339,1385976868598.0
4167,Rajasthan,2023,3,Recharge & bill payments,93085762,71540658202.0
4168,Rajasthan,2023,3,Financial Services,359675,484002475.0
4169,Rajasthan,2023,3,Others,661998,423978212.0
4170,Rajasthan,2023,4,Merchant payments,766981185,396873110176.0
4171,Rajasthan,2023,4,Peer-to-peer payments,484250991,1587157118494.0
4172,Rajasthan,2023,4,Recharge & bill payments,97092812,81348244193.0
4173,Rajasthan,2023,4,Financial Services,443168,570385125.0
4174,Rajasthan,2023,4,Others,703998,430749813.0
4175,Rajasthan,2024,1,Merchant payments,919893321,461976302970.0
4176,Rajasthan,2024,1,Peer-to-peer payments,566762679,1797249393778.0
4177,Rajasthan,2024,1,Recharge & bill payments,111655206,90033046149.0
4178,Rajasthan,2024,1,Financial Services,475140,770584971.0
4179,Rajasthan,2024,1,Others,687661,470845922.0
4180,Rajasthan,2024,2,Merchant payments,1096672010,523282312007.0
4181,Rajasthan,2024,2,Peer-to-peer payments,603947443,1879643438141.0
4182,Rajasthan,2024,2,Recharge & bill payments,116905611,92675346901.0
4183,Rajasthan,2024,2,Financial Services,580197,900517039.0
4184,Rajasthan,2024,2,Others,749845,592923836.0
4185,Rajasthan,2024,3,Merchant payments,1180358044,539372910912.0
4186,Rajasthan,2024,3,Peer-to-peer payments,638917092,1829890897007.0
4187,Rajasthan,2024,3,Recharge & bill payments,114791455,101313424056.0
4188,Rajasthan,2024,3,Financial Services,740449,1135779724.0
4189,Rajasthan,2024,3,Others,597995,544704206.0
4190,Rajasthan,2024,4,Merchant payments,1255692535,612426670218.0
4191,Rajasthan,2024,4,Peer-to-peer payments,672419613,2073546444802.0
4192,Rajasthan,2024,4,Recharge & bill payments,112704437,105312390698.0
4193,Rajasthan,2024,4,Financial Services,2077251,1154736814.0
4194,Rajasthan,2024,4,Others,575711,609128876.0
4195,Sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939
4196,Sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872
4197,Sikkim,2018,1,Merchant payments,1349,1677583.1440411464
4198,Sikkim,2018,1,Financial Services,608,86906.81958101383
4199,Sikkim,2018,1,Others,1597,1727920.8016103164
4200,Sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585
4201,Sikkim,2018,2,Peer-to-peer payments,24237,127051984.3879841
4202,Sikkim,2018,2,Merchant payments,2556,4713227.148135973
4203,Sikkim,2018,2,Financial Services,562,218130.12995975127
4204,Sikkim,2018,2,Others,1788,2243974.0076642134
4205,Sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216
4206,Sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628
4207,Sikkim,2018,3,Merchant payments,4521,5322296.747954514
4208,Sikkim,2018,3,Financial Services,562,261766.8021705601
4209,Sikkim,2018,3,Others,1801,1727241.758047811
4210,Sikkim,2018,4,Recharge & bill payments,79232,16713780.628117373
4211,Sikkim,2018,4,Peer-to-peer payments,65451,351253329.74205655
4212,Sikkim,2018,4,Merchant payments,7452,12637809.239460425
4213,Sikkim,2018,4,Financial Services,717,596472.7145790398
4214,Sikkim,2018,4,Others,1681,1939965.7540404093
4215,Sikkim,2019,1,Peer-to-peer payments,121984,422987999.89472675
4216,Sikkim,2019,1,Recharge & bill payments,96878,20711589.874598008
4217,Sikkim,2019,1,Merchant payments,18346,11837344.846847566
4218,Sikkim,2019,1,Financial Services,1225,191594.23340424805
4219,Sikkim,2019,1,Others,1854,2265105.53451732
4220,Sikkim,2019,2,Peer-to-peer payments,172125,674044301.8399961
4221,Sikkim,2019,2,Recharge & bill payments,142582,32535297.489453897
4222,Sikkim,2019,2,Merchant payments,66722,28248001.02647286
4223,Sikkim,2019,2,Financial Services,2294,310197.54774877685
4224,Sikkim,2019,2,Others,4521,3756445.53226958
4225,Sikkim,2019,3,Peer-to-peer payments,203052,794235862.6317357
4226,Sikkim,2019,3,Merchant payments,188753,52337322.5262961
4227,Sikkim,2019,3,Recharge & bill payments,156125,33922224.892257094
4228,Sikkim,2019,3,Financial Services,288,548142.8999844441
4229,Sikkim,2019,3,Others,4218,3672895.4901549704
4230,Sikkim,2019,4,Peer-to-peer payments,508471,1086457147.940953
4231,Sikkim,2019,4,Recharge & bill payments,181287,42705664.08625737
4232,Sikkim,2019,4,Merchant payments,73992,43954548.804204434
4233,Sikkim,2019,4,Financial Services,373,494076.3450829056
4234,Sikkim,2019,4,Others,2947,2898164.4797200123
4235,Sikkim,2020,1,Peer-to-peer payments,230413,954765350.1856782
4236,Sikkim,2020,1,Recharge & bill payments,215586,53588505.838823974
4237,Sikkim,2020,1,Merchant payments,79881,43201695.38937264
4238,Sikkim,2020,1,Financial Services,345,175569.53933206247
4239,Sikkim,2020,1,Others,1893,1745150.991195219
4240,Sikkim,2020,2,Recharge & bill payments,297620,78397187.10935993
4241,Sikkim,2020,2,Peer-to-peer payments,186495,939900165.9422412
4242,Sikkim,2020,2,Merchant payments,31442,34385184.65717751
4243,Sikkim,2020,2,Financial Services,883,999656.0722047673
4244,Sikkim,2020,2,Others,1291,936594.480283038
4245,Sikkim,2020,3,Recharge & bill payments,298885,83894642.6709112
4246,Sikkim,2020,3,Peer-to-peer payments,245087,1255521152.966514
4247,Sikkim,2020,3,Merchant payments,49299,58337178.67223759
4248,Sikkim,2020,3,Financial Services,1252,1795366.733436462
4249,Sikkim,2020,3,Others,1912,1378387.6172995246
4250,Sikkim,2020,4,Peer-to-peer payments,334069,1711730126.584541
4251,Sikkim,2020,4,Recharge & bill payments,301382,90168624.05415541
4252,Sikkim,2020,4,Merchant payments,95503,112478003.86391157
4253,Sikkim,2020,4,Financial Services,1427,2361187.592392395
4254,Sikkim,2020,4,Others,2654,2537863.027923054
4255,Sikkim,2021,1,Peer-to-peer payments,403703,1965492629.578867
4256,Sikkim,2021,1,Recharge & bill payments,279679,93174110.112334
4257,Sikkim,2021,1,Merchant payments,112925,154183320.1372872
4258,Sikkim,2021,1,Financial Services,1844,3027799.2784099854
4259,Sikkim,2021,1,Others,2038,1789867.7338266163
4260,Sikkim,2021,2,Peer-to-peer payments,473141,2125758496.616091
4261,Sikkim,2021,2,Recharge & bill payments,345495,103846501.52404109
4262,Sikkim,2021,2,Merchant payments,153671,190473176.21848944
4263,Sikkim,2021,2,Financial Services,1865,2851874.287465013
4264,Sikkim,2021,2,Others,2542,1969531.0292125773
4265,Sikkim,2021,3,Peer-to-peer payments,595826,2582075089.383399
4266,Sikkim,2021,3,Recharge & bill payments,346173,111613776.75942023
4267,Sikkim,2021,3,Merchant payments,213808,290732930.46291006
4268,Sikkim,2021,3,Financial Services,1689,2624558.3857180667
4269,Sikkim,2021,3,Others,3098,2290508.8169457563
4270,Sikkim,2021,4,Peer-to-peer payments,831597,3548508409.656125
4271,Sikkim,2021,4,Recharge & bill payments,376078,136473754.40071422
4272,Sikkim,2021,4,Merchant payments,369343,504586163.5569785
4273,Sikkim,2021,4,Financial Services,2269,3162023.7210206646
4274,Sikkim,2021,4,Others,5058,4052910.300969372
4275,Sikkim,2022,1,Peer-to-peer payments,916940,3650961081.00263
4276,Sikkim,2022,1,Merchant payments,449273,570784579.6670712
4277,Sikkim,2022,1,Recharge & bill payments,371579,139135962.10369253
4278,Sikkim,2022,1,Financial Services,2124,3062332.163804472
4279,Sikkim,2022,1,Others,4386,3487320.9262269526
4280,Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.195931
4281,Sikkim,2022,2,Merchant payments,706658,847497607.0893551
4282,Sikkim,2022,2,Recharge & bill payments,411189,162174479.6973383
4283,Sikkim,2022,2,Financial Services,1758,1861284.7969863976
4284,Sikkim,2022,2,Others,4462,3070990.527526753
4285,Sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.656705
4286,Sikkim,2022,3,Merchant payments,772650,830361400.9603965
4287,Sikkim,2022,3,Recharge & bill payments,397207,153567926.32171312
4288,Sikkim,2022,3,Financial Services,1538,2851319.5479129553
4289,Sikkim,2022,3,Others,3326,2396303.4047308513
4290,Sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.821596
4291,Sikkim,2022,4,Merchant payments,1033541,1096220774.255463
4292,Sikkim,2022,4,Recharge & bill payments,470639,181281682.32208142
4293,Sikkim,2022,4,Financial Services,2049,2701971.788609252
4294,Sikkim,2022,4,Others,3448,3025622.2320622765
4295,Sikkim,2023,1,Peer-to-peer payments,1779090,5451626602.0
4296,Sikkim,2023,1,Merchant payments,1067585,1091745064.0
4297,Sikkim,2023,1,Recharge & bill payments,543957,213517668.0
4298,Sikkim,2023,1,Financial Services,2603,2801184.0
4299,Sikkim,2023,1,Others,2893,2877504.0
4300,Sikkim,2023,2,Peer-to-peer payments,2196285,6799375282.0
4301,Sikkim,2023,2,Merchant payments,1616549,1523202088.0
4302,Sikkim,2023,2,Recharge & bill payments,594826,251468530.0
4303,Sikkim,2023,2,Financial Services,2790,3457083.0
4304,Sikkim,2023,2,Others,2517,2847453.0
4305,Sikkim,2023,3,Peer-to-peer payments,2187102,6245427022.0
4306,Sikkim,2023,3,Merchant payments,2011690,1619166618.0
4307,Sikkim,2023,3,Recharge & bill payments,600784,233423001.0
4308,Sikkim,2023,3,Financial Services,3289,7262131.0
4309,Sikkim,2023,3,Others,2072,1958649.0
4310,Sikkim,2023,4,Peer-to-peer payments,2165502,6467541154.0
4311,Sikkim,2023,4,Merchant payments,2124031,1877772225.0
4312,Sikkim,2023,4,Recharge & bill payments,562618,235242389.0
4313,Sikkim,2023,4,Financial Services,3357,7657246.0
4314,Sikkim,2023,4,Others,1816,2395457.0
4315,Sikkim,2024,1,Merchant payments,2707037,2172007531.0
4316,Sikkim,2024,1,Peer-to-peer payments,2501457,6989057055.0
4317,Sikkim,2024,1,Recharge & bill payments,605942,278107861.0
4318,Sikkim,2024,1,Financial Services,3962,14632590.0
4319,Sikkim,2024,1,Others,1748,1916486.0
4320,Sikkim,2024,2,Merchant payments,3610564,2756669498.0
4321,Sikkim,2024,2,Peer-to-peer payments,2927640,8213879109.0
4322,Sikkim,2024,2,Recharge & bill payments,642240,310411870.0
4323,Sikkim,2024,2,Financial Services,5988,12875123.0
4324,Sikkim,2024,2,Others,1890,2682555.0
4325,Sikkim,2024,3,Merchant payments,3967262,2720586221.0
4326,Sikkim,2024,3,Peer-to-peer payments,3060298,7537324304.0
4327,Sikkim,2024,3,Recharge & bill payments,677635,293314207.0
4328,Sikkim,2024,3,Financial Services,6715,15986708.0
4329,Sikkim,2024,3,Others,1871,2617632.0
4330,Sikkim,2024,4,Merchant payments,4746814,3358031205.0
4331,Sikkim,2024,4,Peer-to-peer payments,3464526,8951460155.0
4332,Sikkim,2024,4,Recharge & bill payments,682763,312543062.0
4333,Sikkim,2024,4,Financial Services,20851,15322191.0
4334,Sikkim,2024,4,Others,1916,3744785.0
4335,Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533
4336,Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934.085688
4337,Tamil Nadu,2018,1,Merchant payments,326510,272002057.1736871
4338,Tamil Nadu,2018,1,Financial Services,115363,31876073.74792233
4339,Tamil Nadu,2018,1,Others,305588,280132294.11422664
4340,Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892955.8051775
4341,Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562
4342,Tamil Nadu,2018,2,Merchant payments,627918,517130320.4660308
4343,Tamil Nadu,2018,2,Financial Services,167035,65402385.25640666
4344,Tamil Nadu,2018,2,Others,298736,285794226.64323723
4345,Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044968
4346,Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038
4347,Tamil Nadu,2018,3,Merchant payments,1290978,733189649.5729834
4348,Tamil Nadu,2018,3,Financial Services,191732,37049222.36590697
4349,Tamil Nadu,2018,3,Others,332121,245838753.995272
4350,Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276
4351,Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329567.8245385
4352,Tamil Nadu,2018,4,Merchant payments,3145621,1742903221.432857
4353,Tamil Nadu,2018,4,Financial Services,228398,46571758.68242933
4354,Tamil Nadu,2018,4,Others,451114,312185737.38152075
4355,Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436
4356,Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317014.8660007
4357,Tamil Nadu,2019,1,Merchant payments,4195222,1924461188.9900146
4358,Tamil Nadu,2019,1,Financial Services,193261,31217137.545322973
